Matériel;Jour_semaine;Ligne;Tranche_horaire;Fréquentation;Niveau_fréquentation
0;Dimanche;31;21:30;non ouvert;
0;Dimanche;67;17:00;non ouvert;
standard;Lundi-vendredi;52;09:00;faible;1.0
0;Dimanche;32;08:00;non ouvert;
0;Dimanche;67;22:30;non ouvert;
standard;Lundi-vendredi;52;13:30;faible;1.0
0;Dimanche;32;10:30;non ouvert;
0;Dimanche;68;07:30;non ouvert;
standard;Lundi-vendredi;52;16:30;faible;1.0
0;Dimanche;32;19:30;non ouvert;
0;Dimanche;68;08:00;non ouvert;
standard;Lundi-vendredi;52;17:30;faible;1.0
0;Dimanche;32;22:30;non ouvert;
0;Dimanche;68;08:30;non ouvert;
standard;Lundi-vendredi;52;23:30;non ouvert;
0;Dimanche;34;06:30;non ouvert;
0;Dimanche;68;09:00;non ouvert;
Articulés;Lundi-vendredi;53;06:00;faible;1.0
0;Dimanche;34;07:00;non ouvert;
0;Dimanche;68;11:30;non ouvert;
Articulés;Lundi-vendredi;53;07:00;faible;1.0
0;Dimanche;34;12:00;non ouvert;
0;Dimanche;68;13:00;non ouvert;
Articulés;Lundi-vendredi;53;07:30;faible;1.0
0;Dimanche;34;15:00;non ouvert;
0;Dimanche;68;14:00;non ouvert;
Articulés;Lundi-vendredi;53;09:00;faible;1.0
0;Dimanche;34;16:00;non ouvert;
0;Dimanche;68;14:30;non ouvert;
Articulés;Lundi-vendredi;53;11:30;faible;1.0
0;Dimanche;34;16:30;non ouvert;
0;Dimanche;68;15:00;non ouvert;
Articulés;Lundi-vendredi;53;14:00;faible;1.0
0;Dimanche;34;17:00;non ouvert;
0;Dimanche;68;21:00;non ouvert;
Articulés;Lundi-vendredi;53;14:30;faible;1.0
0;Dimanche;34;22:00;non ouvert;
0;Dimanche;70;07:00;non ouvert;
Articulés;Lundi-vendredi;53;19:00;faible;1.0
0;Dimanche;34;23:00;non ouvert;
0;Dimanche;70;07:30;non ouvert;
Articulés;Lundi-vendredi;53;20:00;faible;1.0
0;Dimanche;34;00:00;non ouvert;
0;Dimanche;70;17:30;non ouvert;
Articulés;Lundi-vendredi;53;22:00;non ouvert;
0;Dimanche;35;05:30;non ouvert;
0;Dimanche;71;21:00;non ouvert;
Articulés;Lundi-vendredi;53;00:30;non ouvert;
0;Dimanche;35;06:30;non ouvert;
0;Dimanche;71;23:00;non ouvert;
Articulés;Lundi-vendredi;54;06:00;faible;1.0
0;Dimanche;35;07:00;non ouvert;
0;Dimanche;71;00:00;non ouvert;
Articulés;Lundi-vendredi;54;08:00;haute;3.0
0;Dimanche;35;08:30;non ouvert;
0;Dimanche;71;00:30;non ouvert;
Articulés;Lundi-vendredi;54;12:00;faible;1.0
0;Dimanche;35;10:30;non ouvert;
Standard;Dimanche;72;05:30;non ouvert;
Articulés;Lundi-vendredi;54;14:00;faible;1.0
0;Dimanche;35;11:00;non ouvert;
Standard;Dimanche;72;06:00;non ouvert;
Articulés;Lundi-vendredi;54;20:30;faible;1.0
0;Dimanche;35;16:30;non ouvert;
Standard;Dimanche;72;07:30;non ouvert;
Articulés;Lundi-vendredi;54;21:30;non ouvert;
0;Dimanche;35;21:30;non ouvert;
Standard;Dimanche;72;11:00;haute;3.0
Articulés;Lundi-vendredi;55;05:00;non ouvert;
0;Dimanche;36;05:00;non ouvert;
Standard;Dimanche;72;12:30;faible;1.0
Articulés;Lundi-vendredi;55;07:00;faible;1.0
0;Dimanche;36;08:00;non ouvert;
Standard;Dimanche;72;14:00;faible;1.0
Articulés;Lundi-vendredi;55;09:30;faible;1.0
0;Dimanche;36;08:30;non ouvert;
Standard;Dimanche;72;15:00;faible;1.0
Articulés;Lundi-vendredi;55;12:30;faible;1.0
0;Dimanche;36;09:30;non ouvert;
Standard;Dimanche;72;21:30;non ouvert;
Articulés;Lundi-vendredi;55;15:00;moyenne;2.0
0;Dimanche;36;10:00;non ouvert;
Standard;Dimanche;72;00:00;non ouvert;
Articulés;Lundi-vendredi;55;21:30;non ouvert;
0;Dimanche;36;10:30;non ouvert;
0;Dimanche;73;09:00;non ouvert;
standard;Lundi-vendredi;56;05:30;non ouvert;
0;Dimanche;36;12:00;non ouvert;
0;Dimanche;73;09:30;non ouvert;
standard;Lundi-vendredi;56;13:30;faible;1.0
0;Dimanche;36;15:00;non ouvert;
0;Dimanche;73;10:00;non ouvert;
standard;Lundi-vendredi;56;17:00;faible;1.0
0;Dimanche;36;15:30;non ouvert;
0;Dimanche;73;10:30;non ouvert;
standard;Lundi-vendredi;56;19:30;faible;1.0
0;Dimanche;36;16:00;non ouvert;
0;Dimanche;73;11:00;non ouvert;
standard;Lundi-vendredi;56;20:00;faible;1.0
0;Dimanche;36;19:00;non ouvert;
0;Dimanche;73;13:30;non ouvert;
standard;Lundi-vendredi;56;22:00;non ouvert;
0;Dimanche;36;20:30;non ouvert;
0;Dimanche;73;15:00;non ouvert;
standard;Lundi-vendredi;56;23:30;non ouvert;
0;Dimanche;36;00:00;non ouvert;
0;Dimanche;73;17:30;non ouvert;
Articulés;Lundi-vendredi;57;09:30;faible;1.0
0;Dimanche;37;06:30;non ouvert;
0;Dimanche;73;18:00;non ouvert;
Articulés;Lundi-vendredi;57;11:30;faible;1.0
0;Dimanche;37;07:00;non ouvert;
0;Dimanche;73;19:00;non ouvert;
Articulés;Lundi-vendredi;57;16:30;faible;1.0
0;Dimanche;37;07:30;non ouvert;
0;Dimanche;73;00:00;non ouvert;
Articulés;Lundi-vendredi;57;18:30;moyenne;2.0
0;Dimanche;37;08:30;non ouvert;
0;Dimanche;74;05:30;non ouvert;
Articulés;Lundi-vendredi;57;00:00;non ouvert;
0;Dimanche;37;11:30;non ouvert;
0;Dimanche;74;07:00;non ouvert;
Articulés;Lundi-vendredi;57;00:30;non ouvert;
0;Dimanche;37;12:00;non ouvert;
0;Dimanche;74;07:30;non ouvert;
standard;Lundi-vendredi;59;05:00;non ouvert;
0;Dimanche;37;12:30;non ouvert;
0;Dimanche;74;11:00;non ouvert;
standard;Lundi-vendredi;59;08:30;faible;1.0
0;Dimanche;37;13:00;non ouvert;
0;Dimanche;74;14:00;non ouvert;
standard;Lundi-vendredi;59;09:00;faible;1.0
0;Dimanche;37;17:30;non ouvert;
0;Dimanche;74;19:30;non ouvert;
standard;Lundi-vendredi;59;10:30;faible;1.0
0;Dimanche;37;18:30;non ouvert;
0;Dimanche;75;06:00;non ouvert;
standard;Lundi-vendredi;59;11:30;faible;1.0
0;Dimanche;37;22:30;non ouvert;
0;Dimanche;75;10:00;non ouvert;
standard;Lundi-vendredi;59;12:00;faible;1.0
0;Dimanche;37;00:30;non ouvert;
0;Dimanche;75;11:00;non ouvert;
standard;Lundi-vendredi;59;13:00;faible;1.0
0;Dimanche;38;07:30;non ouvert;
0;Dimanche;75;12:30;non ouvert;
standard;Lundi-vendredi;59;14:00;faible;1.0
0;Dimanche;38;10:00;non ouvert;
0;Dimanche;75;13:30;non ouvert;
standard;Lundi-vendredi;59;16:00;faible;1.0
0;Dimanche;38;10:30;non ouvert;
0;Dimanche;75;16:30;non ouvert;
standard;Lundi-vendredi;59;18:30;faible;1.0
0;Dimanche;38;12:00;non ouvert;
0;Dimanche;75;17:30;non ouvert;
standard;Lundi-vendredi;59;21:30;non ouvert;
0;Dimanche;38;13:00;non ouvert;
0;Dimanche;75;18:00;non ouvert;
standard;Lundi-vendredi;59;22:00;non ouvert;
0;Dimanche;38;16:30;non ouvert;
0;Dimanche;75;20:00;non ouvert;
standard;Lundi-vendredi;59;00:00;non ouvert;
0;Dimanche;38;19:30;non ouvert;
0;Dimanche;75;21:00;non ouvert;
standard;Lundi-vendredi;61;05:30;non ouvert;
0;Dimanche;38;00:30;non ouvert;
0;Dimanche;75;00:30;non ouvert;
standard;Lundi-vendredi;61;09:30;faible;1.0
0;Dimanche;40;05:00;non ouvert;
0;Dimanche;76;05:00;non ouvert;
standard;Lundi-vendredi;61;16:30;faible;1.0
0;Dimanche;40;05:30;non ouvert;
0;Dimanche;76;13:30;non ouvert;
standard;Lundi-vendredi;61;19:30;faible;1.0
0;Dimanche;40;08:00;non ouvert;
0;Dimanche;76;18:00;non ouvert;
standard;Lundi-vendredi;61;20:00;faible;1.0
0;Dimanche;40;09:30;non ouvert;
0;Dimanche;76;19:00;non ouvert;
standard;Lundi-vendredi;62;05:00;non ouvert;
0;Dimanche;40;17:00;non ouvert;
0;Dimanche;76;21:00;non ouvert;
standard;Lundi-vendredi;62;08:30;faible;1.0
0;Dimanche;40;17:30;non ouvert;
0;Dimanche;76;21:30;non ouvert;
standard;Lundi-vendredi;62;11:30;faible;1.0
0;Dimanche;40;19:30;non ouvert;
0;Dimanche;76;22:30;non ouvert;
standard;Lundi-vendredi;62;12:00;faible;1.0
0;Dimanche;40;23:30;non ouvert;
Standard;Dimanche;77;05:00;non ouvert;
standard;Lundi-vendredi;62;14:00;faible;1.0
0;Dimanche;40;00:00;non ouvert;
Standard;Dimanche;77;08:00;non ouvert;
standard;Lundi-vendredi;62;17:30;faible;1.0
0;Dimanche;40;00:30;non ouvert;
Standard;Dimanche;77;09:30;non ouvert;
standard;Lundi-vendredi;62;00:00;non ouvert;
0;Dimanche;41ex;07:00;non ouvert;
Standard;Dimanche;77;11:30;non ouvert;
standard;Lundi-vendredi;64;05:30;non ouvert;
0;Dimanche;41ex;10:30;non ouvert;
Standard;Dimanche;77;18:00;faible;1.0
standard;Lundi-vendredi;64;06:30;faible;1.0
0;Dimanche;41ex;12:00;non ouvert;
Standard;Dimanche;77;19:30;faible;1.0
standard;Lundi-vendredi;64;12:30;faible;1.0
0;Dimanche;41ex;14:00;non ouvert;
0;Dimanche;78;11:00;non ouvert;
standard;Lundi-vendredi;64;14:30;faible;1.0
0;Dimanche;41ex;15:00;non ouvert;
0;Dimanche;78;00:30;non ouvert;
standard;Lundi-vendredi;64;15:00;faible;1.0
0;Dimanche;41ex;16:30;non ouvert;
0;Dimanche;79;05:00;non ouvert;
standard;Lundi-vendredi;64;21:30;non ouvert;
0;Dimanche;41ex;19:00;non ouvert;
0;Dimanche;79;08:00;non ouvert;
standard;Lundi-vendredi;64;22:30;non ouvert;
0;Dimanche;41ex;20:30;non ouvert;
0;Dimanche;79;11:00;non ouvert;
standard;Lundi-vendredi;65;05:30;non ouvert;
0;Dimanche;41ex;22:00;non ouvert;
0;Dimanche;79;11:30;non ouvert;
standard;Lundi-vendredi;65;07:30;faible;1.0
0;Dimanche;41ex;00:00;non ouvert;
0;Dimanche;79;12:00;non ouvert;
standard;Lundi-vendredi;65;09:00;faible;1.0
0;Dimanche;44ex;05:30;non ouvert;
0;Dimanche;79;15:00;non ouvert;
standard;Lundi-vendredi;65;11:00;faible;1.0
0;Dimanche;44ex;11:00;non ouvert;
0;Dimanche;79;16:00;non ouvert;
standard;Lundi-vendredi;65;15:00;faible;1.0
0;Dimanche;44ex;13:00;non ouvert;
0;Dimanche;79;20:00;non ouvert;
standard;Lundi-vendredi;65;15:30;faible;1.0
0;Dimanche;44ex;14:00;non ouvert;
0;Dimanche;79;22:00;non ouvert;
standard;Lundi-vendredi;65;22:30;non ouvert;
0;Dimanche;44ex;23:00;non ouvert;
0;Dimanche;79;23:00;non ouvert;
standard;Lundi-vendredi;65;23:00;non ouvert;
0;Dimanche;44ex;00:00;non ouvert;
0;Dimanche;79;00:30;non ouvert;
standard;Lundi-vendredi;65;00:00;non ouvert;
Standard;Dimanche;50;07:00;non ouvert;
0;Dimanche;80;06:30;non ouvert;
standard;Lundi-vendredi;67;06:00;faible;1.0
Standard;Dimanche;50;10:30;faible;1.0
0;Dimanche;80;13:00;non ouvert;
standard;Lundi-vendredi;67;07:00;faible;1.0
Standard;Dimanche;50;11:00;faible;1.0
0;Dimanche;80;15:00;non ouvert;
standard;Lundi-vendredi;68;05:00;non ouvert;
Standard;Dimanche;50;12:30;faible;1.0
0;Dimanche;80;15:30;non ouvert;
standard;Lundi-vendredi;68;05:30;non ouvert;
Standard;Dimanche;50;14:00;faible;1.0
0;Dimanche;80;17:00;non ouvert;
standard;Lundi-vendredi;68;11:30;faible;1.0
Standard;Dimanche;50;20:00;faible;1.0
0;Dimanche;80;18:30;non ouvert;
standard;Lundi-vendredi;68;14:00;faible;1.0
Standard;Dimanche;50;22:30;non ouvert;
0;Dimanche;80;21:30;non ouvert;
standard;Lundi-vendredi;68;18:30;faible;1.0
Standard;Dimanche;50;00:00;non ouvert;
0;Dimanche;80;22:30;non ouvert;
standard;Lundi-vendredi;68;20:00;faible;1.0
Standard;Dimanche;50;00:30;non ouvert;
Standard;Dimanche;81;06:00;non ouvert;
standard;Lundi-vendredi;68;20:30;faible;1.0
Standard;Dimanche;51;07:30;non ouvert;
Standard;Dimanche;81;09:30;non ouvert;
standard;Lundi-vendredi;68;23:30;non ouvert;
Standard;Dimanche;51;09:30;non ouvert;
Standard;Dimanche;81;15:00;faible;1.0
standard;Lundi-vendredi;70;05:00;non ouvert;
Standard;Dimanche;51;13:30;faible;1.0
Standard;Dimanche;81;15:30;faible;1.0
standard;Lundi-vendredi;70;09:30;non ouvert;
Standard;Dimanche;51;21:00;non ouvert;
Standard;Dimanche;81;16:00;faible;1.0
standard;Lundi-vendredi;70;13:00;non ouvert;
Standard;Dimanche;51;22:00;non ouvert;
Standard;Dimanche;81;17:30;faible;1.0
standard;Lundi-vendredi;70;15:00;non ouvert;
Standard;Dimanche;51;23:30;non ouvert;
Standard;Dimanche;81;19:00;faible;1.0
standard;Lundi-vendredi;70;16:00;faible;1.0
Standard;Dimanche;52;05:00;non ouvert;
Standard;Dimanche;81;22:00;non ouvert;
standard;Lundi-vendredi;70;18:30;faible;1.0
Standard;Dimanche;52;06:00;non ouvert;
Standard;Dimanche;82;09:00;non ouvert;
standard;Lundi-vendredi;70;23:30;non ouvert;
Standard;Dimanche;52;09:00;non ouvert;
Standard;Dimanche;82;09:30;non ouvert;
standard;Lundi-vendredi;70;00:00;non ouvert;
Standard;Dimanche;52;10:30;non ouvert;
Standard;Dimanche;82;13:30;non ouvert;
standard;Lundi-vendredi;71;10:00;non ouvert;
Standard;Dimanche;52;12:00;faible;1.0
Standard;Dimanche;82;14:00;non ouvert;
standard;Lundi-vendredi;71;10:30;non ouvert;
Standard;Dimanche;52;12:30;faible;1.0
Standard;Dimanche;82;14:30;non ouvert;
standard;Lundi-vendredi;71;12:00;faible;1.0
Standard;Dimanche;52;14:00;faible;1.0
Standard;Dimanche;82;17:00;non ouvert;
standard;Lundi-vendredi;71;15:00;non ouvert;
Standard;Dimanche;52;19:30;faible;1.0
Standard;Dimanche;82;17:30;non ouvert;
standard;Lundi-vendredi;71;17:30;faible;1.0
Standard;Dimanche;52;23:30;non ouvert;
Standard;Dimanche;82;20:30;non ouvert;
standard;Lundi-vendredi;71;18:00;faible;1.0
Standard;Dimanche;52;00:00;non ouvert;
Standard;Dimanche;82;21:30;non ouvert;
standard;Lundi-vendredi;71;21:00;non ouvert;
Standard;Dimanche;53;05:00;non ouvert;
Standard;Dimanche;82;22:00;non ouvert;
standard;Lundi-vendredi;71;22:00;non ouvert;
Standard;Dimanche;53;05:30;non ouvert;
0;Dimanche;90;06:00;non ouvert;
standard;Lundi-vendredi;71;23:30;non ouvert;
Standard;Dimanche;53;07:30;non ouvert;
0;Dimanche;90;08:30;non ouvert;
standard;Lundi-vendredi;72;06:30;faible;1.0
Standard;Dimanche;53;20:00;faible;1.0
0;Dimanche;90;10:30;non ouvert;
standard;Lundi-vendredi;72;08:00;moyenne;2.0
Standard;Dimanche;53;21:00;non ouvert;
0;Dimanche;90;13:30;non ouvert;
standard;Lundi-vendredi;72;10:00;faible;1.0
Standard;Dimanche;53;22:00;non ouvert;
0;Dimanche;90;14:30;non ouvert;
standard;Lundi-vendredi;72;12:30;faible;1.0
Standard;Dimanche;53;00:00;non ouvert;
0;Dimanche;90;16:30;non ouvert;
standard;Lundi-vendredi;72;17:30;faible;1.0
Standard;Dimanche;54;07:30;non ouvert;
0;Dimanche;90;17:00;non ouvert;
standard;Lundi-vendredi;72;18:30;faible;1.0
Standard;Dimanche;54;10:00;faible;1.0
0;Dimanche;90;18:30;non ouvert;
standard;Lundi-vendredi;72;23:30;non ouvert;
Standard;Dimanche;54;11:30;faible;1.0
0;Dimanche;90;21:00;non ouvert;
standard;Lundi-vendredi;73;05:00;non ouvert;
Standard;Dimanche;54;14:00;faible;1.0
0;Dimanche;90;22:30;non ouvert;
standard;Lundi-vendredi;73;06:00;faible;1.0
Standard;Dimanche;54;15:00;haute;3.0
0;Dimanche;91;05:00;non ouvert;
standard;Lundi-vendredi;73;08:30;faible;1.0
Standard;Dimanche;54;20:00;faible;1.0
0;Dimanche;91;06:00;non ouvert;
standard;Lundi-vendredi;73;10:30;faible;1.0
Standard;Dimanche;54;20:30;faible;1.0
0;Dimanche;91;07:00;non ouvert;
standard;Lundi-vendredi;73;16:00;faible;1.0
Standard;Dimanche;54;21:30;non ouvert;
0;Dimanche;91;13:00;non ouvert;
standard;Lundi-vendredi;73;16:30;faible;1.0
Standard;Dimanche;54;00:00;non ouvert;
0;Dimanche;91;14:00;non ouvert;
standard;Lundi-vendredi;73;17:30;faible;1.0
Standard;Dimanche;55;07:30;non ouvert;
0;Dimanche;91;18:00;non ouvert;
standard;Lundi-vendredi;73;18:00;moyenne;2.0
Standard;Dimanche;55;16:30;faible;1.0
0;Dimanche;91;23:00;non ouvert;
standard;Lundi-vendredi;73;22:00;non ouvert;
0;Dimanche;56;05:00;non ouvert;
Standard;Dimanche;94;05:00;non ouvert;
standard;Lundi-vendredi;74;06:30;haute;3.0
0;Dimanche;56;07:30;non ouvert;
Standard;Dimanche;94;07:30;non ouvert;
standard;Lundi-vendredi;74;09:30;faible;1.0
0;Dimanche;56;08:00;non ouvert;
Standard;Dimanche;94;08:30;non ouvert;
standard;Lundi-vendredi;74;10:30;faible;1.0
0;Dimanche;56;09:00;non ouvert;
Standard;Dimanche;94;09:00;non ouvert;
standard;Lundi-vendredi;74;13:30;faible;1.0
0;Dimanche;56;10:30;non ouvert;
Standard;Dimanche;94;10:00;non ouvert;
standard;Lundi-vendredi;74;16:00;faible;1.0
0;Dimanche;56;13:30;non ouvert;
Standard;Dimanche;94;12:30;faible;1.0
standard;Lundi-vendredi;74;21:30;non ouvert;
0;Dimanche;56;16:00;non ouvert;
Standard;Dimanche;94;14:00;faible;1.0
standard;Lundi-vendredi;74;23:30;non ouvert;
0;Dimanche;56;16:30;non ouvert;
Standard;Dimanche;94;15:00;faible;1.0
standard;Lundi-vendredi;75;07:00;faible;1.0
0;Dimanche;56;20:30;non ouvert;
Standard;Dimanche;94;18:30;faible;1.0
standard;Lundi-vendredi;75;09:00;faible;1.0
0;Dimanche;56;23:00;non ouvert;
Standard;Dimanche;94;20:30;faible;1.0
standard;Lundi-vendredi;75;11:30;faible;1.0
Standard;Dimanche;57;10:00;moyenne;2.0
Standard;Dimanche;94;23:30;non ouvert;
standard;Lundi-vendredi;75;13:30;faible;1.0
Standard;Dimanche;57;14:30;faible;1.0
Standard;Dimanche;94;00:00;non ouvert;
standard;Lundi-vendredi;75;16:30;faible;1.0
Standard;Dimanche;57;17:00;faible;1.0
Standard;Dimanche;94;00:30;non ouvert;
standard;Lundi-vendredi;75;20:00;faible;1.0
Standard;Dimanche;57;18:00;moyenne;2.0
0;Dimanche;150ex;05:00;non ouvert;
standard;Lundi-vendredi;75;00:30;non ouvert;
Standard;Dimanche;57;20:00;faible;1.0
0;Dimanche;150ex;06:00;non ouvert;
standard;Lundi-vendredi;76;05:00;non ouvert;
Standard;Dimanche;57;21:30;faible;1.0
0;Dimanche;150ex;08:30;non ouvert;
standard;Lundi-vendredi;76;05:30;non ouvert;
Standard;Dimanche;57;22:00;faible;1.0
0;Dimanche;150ex;10:00;non ouvert;
standard;Lundi-vendredi;76;08:30;faible;1.0
Standard;Dimanche;57;22:30;faible;1.0
0;Dimanche;150ex;10:30;non ouvert;
standard;Lundi-vendredi;76;10:30;faible;1.0
0;Dimanche;59;07:00;non ouvert;
0;Dimanche;150ex;11:00;non ouvert;
standard;Lundi-vendredi;76;14:30;faible;1.0
0;Dimanche;59;08:00;non ouvert;
0;Dimanche;150ex;12:30;non ouvert;
standard;Lundi-vendredi;76;17:30;faible;1.0
0;Dimanche;59;11:00;non ouvert;
0;Dimanche;150ex;13:30;non ouvert;
standard;Lundi-vendredi;76;18:30;faible;1.0
0;Dimanche;59;17:00;non ouvert;
0;Dimanche;150ex;14:00;non ouvert;
standard;Lundi-vendredi;76;21:30;non ouvert;
0;Dimanche;59;20:00;non ouvert;
0;Dimanche;150ex;16:30;non ouvert;
standard;Lundi-vendredi;76;23:00;non ouvert;
0;Dimanche;59;22:00;non ouvert;
0;Dimanche;150ex;18:00;non ouvert;
standard;Lundi-vendredi;76;00:00;non ouvert;
0;Dimanche;59;22:30;non ouvert;
0;Dimanche;150ex;20:00;non ouvert;
standard;Lundi-vendredi;77;07:30;faible;1.0
0;Dimanche;59;23:00;non ouvert;
0;Dimanche;150ex;22:00;non ouvert;
standard;Lundi-vendredi;77;08:30;faible;1.0
Standard;Dimanche;61;05:30;non ouvert;
0;Dimanche;151ex;06:00;non ouvert;
standard;Lundi-vendredi;77;16:30;faible;1.0
Standard;Dimanche;61;06:30;non ouvert;
0;Dimanche;151ex;08:30;non ouvert;
standard;Lundi-vendredi;77;20:30;faible;1.0
Standard;Dimanche;61;08:30;non ouvert;
0;Dimanche;151ex;10:30;non ouvert;
standard;Lundi-vendredi;78;08:30;faible;1.0
Standard;Dimanche;61;10:00;non ouvert;
0;Dimanche;151ex;11:00;non ouvert;
standard;Lundi-vendredi;78;09:30;faible;1.0
Standard;Dimanche;61;17:00;faible;1.0
0;Dimanche;151ex;16:00;non ouvert;
standard;Lundi-vendredi;78;10:30;faible;1.0
Standard;Dimanche;61;19:30;non ouvert;
0;Dimanche;151ex;19:00;non ouvert;
standard;Lundi-vendredi;78;11:30;faible;1.0
Standard;Dimanche;61;20:00;faible;1.0
0;Dimanche;151ex;20:30;non ouvert;
standard;Lundi-vendredi;78;12:30;faible;1.0
Standard;Dimanche;61;22:00;non ouvert;
0;Dimanche;151ex;23:00;non ouvert;
standard;Lundi-vendredi;78;14:30;faible;1.0
Standard;Dimanche;62;09:00;non ouvert;
0;Dimanche;152ex;05:00;non ouvert;
standard;Lundi-vendredi;78;18:00;faible;1.0
Standard;Dimanche;62;11:00;faible;1.0
0;Dimanche;152ex;06:00;non ouvert;
standard;Lundi-vendredi;78;20:00;faible;1.0
Standard;Dimanche;62;11:30;faible;1.0
0;Dimanche;152ex;06:30;non ouvert;
standard;Lundi-vendredi;78;00:00;non ouvert;
Standard;Dimanche;62;13:30;faible;1.0
0;Dimanche;152ex;12:30;non ouvert;
standard;Lundi-vendredi;79;06:00;non ouvert;
Standard;Dimanche;62;22:00;non ouvert;
0;Dimanche;152ex;16:00;non ouvert;
standard;Lundi-vendredi;79;07:30;faible;1.0
Standard;Dimanche;62;23:00;non ouvert;
0;Dimanche;152ex;17:00;non ouvert;
standard;Lundi-vendredi;79;13:00;non ouvert;
Standard;Dimanche;62;00:00;non ouvert;
0;Dimanche;152ex;20:30;non ouvert;
standard;Lundi-vendredi;79;18:00;faible;1.0
Standard;Dimanche;64;06:30;non ouvert;
0;Dimanche;152ex;21:30;non ouvert;
standard;Lundi-vendredi;79;20:30;non ouvert;
Standard;Dimanche;64;10:00;faible;1.0
0;Dimanche;152ex;23:30;non ouvert;
standard;Lundi-vendredi;80;06:00;faible;1.0
Standard;Dimanche;64;10:30;faible;1.0
0;Dimanche;153ex;08:30;non ouvert;
standard;Lundi-vendredi;80;10:30;faible;1.0
Standard;Dimanche;64;11:00;faible;1.0
0;Dimanche;153ex;09:00;non ouvert;
standard;Lundi-vendredi;80;14:00;faible;1.0
Standard;Dimanche;64;11:30;faible;1.0
0;Dimanche;153ex;11:30;non ouvert;
standard;Lundi-vendredi;80;17:00;faible;1.0
Standard;Dimanche;64;16:30;faible;1.0
0;Dimanche;153ex;13:30;non ouvert;
standard;Lundi-vendredi;80;18:00;faible;1.0
Standard;Dimanche;64;19:00;faible;1.0
0;Dimanche;153ex;15:00;non ouvert;
standard;Lundi-vendredi;80;20:30;faible;1.0
Standard;Dimanche;64;21:30;non ouvert;
0;Dimanche;153ex;18:30;non ouvert;
standard;Lundi-vendredi;80;21:00;non ouvert;
Standard;Dimanche;64;00:00;non ouvert;
0;Dimanche;153ex;20:30;non ouvert;
standard;Lundi-vendredi;80;00:00;non ouvert;
Standard;Dimanche;65;06:00;non ouvert;
0;Dimanche;154ex;09:30;non ouvert;
standard;Lundi-vendredi;81;09:30;faible;1.0
Standard;Dimanche;65;07:00;non ouvert;
0;Dimanche;154ex;10:30;non ouvert;
standard;Lundi-vendredi;81;17:00;moyenne;2.0
Standard;Dimanche;65;09:30;non ouvert;
0;Dimanche;154ex;12:00;non ouvert;
standard;Lundi-vendredi;81;22:30;non ouvert;
Standard;Dimanche;65;12:00;non ouvert;
0;Dimanche;154ex;12:30;non ouvert;
standard;Lundi-vendredi;82;08:00;faible;1.0
Standard;Dimanche;65;12:30;non ouvert;
0;Dimanche;154ex;15:00;non ouvert;
standard;Lundi-vendredi;82;09:00;faible;1.0
Standard;Dimanche;65;17:00;non ouvert;
0;Dimanche;154ex;18:30;non ouvert;
standard;Lundi-vendredi;82;11:00;non ouvert;
Standard;Dimanche;65;18:30;non ouvert;
0;Dimanche;154ex;19:30;non ouvert;
standard;Lundi-vendredi;82;12:00;non ouvert;
Standard;Dimanche;65;22:30;non ouvert;
0;Dimanche;155ex;05:00;non ouvert;
standard;Lundi-vendredi;82;14:30;non ouvert;
0;Dimanche;67;07:00;non ouvert;
0;Dimanche;155ex;08:00;non ouvert;
standard;Lundi-vendredi;82;17:30;faible;1.0
0;Dimanche;67;08:30;non ouvert;
0;Dimanche;155ex;08:30;non ouvert;
standard;Lundi-vendredi;82;19:00;faible;1.0
0;Dimanche;67;09:30;non ouvert;
0;Dimanche;155ex;09:30;non ouvert;
standard;Lundi-vendredi;82;20:30;non ouvert;
0;Dimanche;67;10:00;non ouvert;
0;Dimanche;155ex;11:00;non ouvert;
standard;Lundi-vendredi;82;00:00;non ouvert;
0;Dimanche;67;11:00;non ouvert;
0;Dimanche;155ex;11:30;non ouvert;
standard;Lundi-vendredi;90;06:00;non ouvert;
0;Dimanche;67;11:30;non ouvert;
0;Dimanche;155ex;15:00;non ouvert;
standard;Lundi-vendredi;90;06:30;non ouvert;
0;Dimanche;67;16:30;non ouvert;
0;Dimanche;155ex;21:00;non ouvert;
standard;Lundi-vendredi;90;07:00;faible;1.0
0;Dimanche;67;20:00;non ouvert;
0;Dimanche;156ex;05:30;non ouvert;
standard;Lundi-vendredi;90;09:30;non ouvert;
0;Dimanche;67;21:00;non ouvert;
0;Dimanche;156ex;14:30;non ouvert;
standard;Lundi-vendredi;90;11:00;non ouvert;
0;Dimanche;67;22:00;non ouvert;
0;Dimanche;156ex;18:30;non ouvert;
standard;Lundi-vendredi;90;14:00;non ouvert;
0;Dimanche;67;23:00;non ouvert;
0;Dimanche;156ex;19:00;non ouvert;
standard;Lundi-vendredi;90;17:30;faible;1.0
0;Dimanche;67;00:00;non ouvert;
0;Dimanche;157ex;07:30;non ouvert;
standard;Lundi-vendredi;90;18:00;non ouvert;
0;Dimanche;68;11:00;non ouvert;
0;Dimanche;157ex;09:30;non ouvert;
standard;Lundi-vendredi;90;19:00;non ouvert;
0;Dimanche;68;12:00;non ouvert;
0;Dimanche;157ex;16:00;non ouvert;
standard;Lundi-vendredi;90;22:30;non ouvert;
0;Dimanche;68;23:30;non ouvert;
0;Dimanche;157ex;17:00;non ouvert;
standard;Lundi-vendredi;90;23:30;non ouvert;
